,species,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,eventDate,year,basisOfRecord,license,issue
19279,Thuja plicata,45.4438,-122.794244,NA,2022-06-29T08:05,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19280,Thuja plicata,44.400083,-122.232342,NA,2022-06-26T11:32,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19281,Thuja plicata,45.527059,-122.729008,5,2022-07-03T11:12:34,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19282,Xerophyllum tenax,45.30127,-121.728401,33021,6/21/2018,2018,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19283,Quercus garryana,43.476218,-123.321083,75,2022-03-26T12:54,2022,HUMAN_OBSERVATION,CC0_1_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19284,Quercus garryana,42.683236,-123.730072,4,2022-05-26T10:45,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19285,Rubus ursinus,45.491334,-122.50981,7,2022-08-14T15:28:06,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19286,Quercus garryana,42.170497,-122.45621,NA,2022-08-09T16:59:32,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19287,Rubus ursinus,45.431759,-122.760216,64,2022-08-15T15:46:27,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19288,Quercus garryana,44.74988,-122.416695,8,2022-06-19T14:54:42,2022,HUMAN_OBSERVATION,CC_BY_4_0,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19289,Thuja plicata,45.627627,-121.897337,9,2022-06-28T13:51:43,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19290,Pinus ponderosa,45.071003,-117.401575,1,2022-07-02T13:21:30,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19291,Quercus garryana,45.683919,-121.290817,NA,2022-08-10T14:33:54,2022,HUMAN_OBSERVATION,CC_BY_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19292,Quercus garryana,42.906575,-122.461036,16,2020-07-19T13:38,2020,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19293,Quercus garryana,42.169863,-122.45631,NA,2022-08-09T17:04:44,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19294,Quercus garryana,45.620075,-122.668012,NA,2022-08-13T14:44:13,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19295,Rubus ursinus,44.491248,-124.083674,45,2022-07-13T14:19,2022,HUMAN_OBSERVATION,CC0_1_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19296,Quercus garryana,44.150505,-122.21142,4,2022-07-22T13:11:42,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19297,Thuja plicata,45.511306,-122.718024,46,6/29/2022,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19298,Thuja plicata,44.989863,-123.995292,4,2022-06-30T11:43:44,2022,HUMAN_OBSERVATION,CC_BY_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19299,Thuja plicata,44.0486,-123.080505,4,2022-08-10T11:02:30,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19300,Quercus garryana,42.75643,-122.880102,NA,2022-08-10T12:31:39,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19301,Rubus ursinus,43.112152,-123.111875,7,2022-08-09T11:31:09,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19302,Thuja plicata,45.527117,-122.728007,9,2022-08-12T09:58:02,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19303,Xerophyllum tenax,44.174328,-122.281633,NA,2022-06-02T16:27:35,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19304,Pinus ponderosa,44.776852,-118.197823,2,2022-07-01T12:35:43,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19305,Quercus garryana,42.910653,-122.459267,5,2021-07-21T16:05:45,2021,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19306,Thuja plicata,45.378418,-122.623299,1414,2022-08-12T18:50:14,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19307,Quercus garryana,45.388012,-122.621833,73,2022-08-09T15:16:50,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19308,Thuja plicata,45.602371,-123.940468,3,2022-08-12T15:25:59,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19309,Xerophyllum tenax,44.42526,-121.84259,NA,2022-07-11T13:47,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19310,Quercus garryana,45.546689,-122.884952,NA,2022-08-07T08:00:27,2022,HUMAN_OBSERVATION,CC_BY_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19311,Rubus ursinus,45.175925,-122.491482,20,8/4/2022,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19312,Quercus garryana,45.630969,-121.906318,4,2022-06-28T13:20:01,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19313,Pinus ponderosa,43.711446,-121.565575,NA,2022-07-10T08:24,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19314,Pinus ponderosa,45.626685,-117.660395,2,2022-08-03T15:05:26,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19315,Xerophyllum tenax,44.371905,-121.789178,19,2022-07-11T20:35:09,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19316,Pinus ponderosa,45.420203,-117.421095,2,2022-08-03T13:32:46,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19317,Pinus ponderosa,45.439002,-117.419515,2,2022-08-03T13:28:54,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19318,Xerophyllum tenax,42.939347,-123.039722,NA,2022-05-16T06:03:02,2022,HUMAN_OBSERVATION,CC_BY_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19319,Quercus garryana,44.592242,-123.309294,192,2022-08-03T14:30:49,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19320,Xerophyllum tenax,42.738084,-123.515669,13,2022-05-11T13:23:11,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19321,Quercus garryana,45.573977,-122.702298,9,2022-07-06T16:00:36,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19322,Xerophyllum tenax,42.866427,-123.024334,10,2022-05-25T08:39:29,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19323,Rubus ursinus,45.557846,-122.771931,27158,2022-05-21T18:43:52,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19324,Thuja plicata,45.577145,-122.116616,19,2022-07-09T09:40:04,2022,HUMAN_OBSERVATION,CC0_1_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19325,Xerophyllum tenax,42.697948,-123.512063,2,2022-05-16T10:33:56,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19326,Xerophyllum tenax,44.280832,-122.146023,NA,2020-07-15T09:55,2020,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19327,Xerophyllum tenax,44.280806,-122.145868,NA,2020-07-13T09:16,2020,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19328,Thuja plicata,45.543427,-123.946051,7,2022-08-02T11:45:53,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19329,Thuja plicata,45.267644,-121.73832,510,2022-07-31T10:01:49,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19330,Quercus garryana,42.657097,-123.730928,14,2022-05-26T09:14,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19331,Thuja plicata,45.603844,-121.634101,10,2022-06-29T15:26:41,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19332,Rubus ursinus,43.683953,-122.568063,NA,2022-07-21T13:04:06,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19333,Thuja plicata,45.654267,-123.93315,91,2022-07-19T19:10:07,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19334,Rubus ursinus,45.473308,-122.653153,19,2022-04-23T09:39,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19335,Xerophyllum tenax,44.314414,-123.50478,1461,2022-07-20T16:18,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19336,Thuja plicata,45.575473,-122.114061,NA,2022-07-22T15:28:24,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19337,Thuja plicata,45.763597,-123.963379,9,2022-07-28T15:39:17,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19338,Xerophyllum tenax,45.394802,-121.730245,NA,2022-07-23T12:24:57,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19339,Rubus ursinus,42.887378,-123.032414,NA,2022-05-03T08:03:36,2022,HUMAN_OBSERVATION,CC_BY_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19340,Thuja plicata,45.524967,-122.730067,NA,2022-07-26T07:23:05,2022,HUMAN_OBSERVATION,CC_BY_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19341,Rubus ursinus,43.195209,-123.023922,6,2022-07-30T14:39:41,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19342,Thuja plicata,44.070364,-122.060568,27380,2022-07-20T11:29:08,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19343,Rubus ursinus,42.890231,-123.037039,NA,2022-06-27T09:33:37,2022,HUMAN_OBSERVATION,CC_BY_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19344,Quercus garryana,45.478672,-122.545409,NA,2021-09-05T10:48:05,2021,HUMAN_OBSERVATION,CC_BY_NC_4_0,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19345,Rubus ursinus,43.124613,-123.067735,8,2022-07-26T11:20:10,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19346,Thuja plicata,44.231117,-122.158334,545,2022-07-25T16:41:06,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19347,Thuja plicata,43.263712,-122.433388,4,2022-07-11T12:46:49,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19348,Thuja plicata,44.400258,-122.232217,NA,2022-06-26T11:38,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19349,Thuja plicata,45.817977,-121.877063,NA,2021-04-14T16:47:42,2021,HUMAN_OBSERVATION,CC0_1_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19350,Thuja plicata,45.444698,-122.68361,63,2022-07-31T11:49:02,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19351,Rubus ursinus,45.424072,-122.553833,5,2022-04-30T14:53:28,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19352,Thuja plicata,45.450248,-122.688016,20,2022-07-29T14:52:16,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19353,Rubus ursinus,45.580792,-121.843386,NA,2022-07-19T16:32:09,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19354,Thuja plicata,43.986242,-123.664151,4,2022-07-23T11:24:35,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19355,Rubus ursinus,44.652588,-123.209976,3200,2022-07-04T11:07:12,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19356,Thuja plicata,44.261698,-122.182966,210,2022-07-28T14:31,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19357,Thuja plicata,44.0686,-124.10202,34,2022-07-23T19:10:29,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19358,Populus trichocarpa,45.47212,-122.653703,12,2021-07-26T15:57:17,2021,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19359,Thuja plicata,45.515055,-122.678385,22184,2022-07-19T12:25:37,2022,HUMAN_OBSERVATION,CC_BY_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19360,Thuja plicata,42.751249,-124.560001,27599,2022-07-17T07:35:07,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19361,Xerophyllum tenax,44.5061,-123.549757,36,2022-07-04T15:47:02,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19362,Thuja plicata,45.538075,-122.216805,5,2022-07-21T14:08:05,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19363,Rubus ursinus,44.614686,-123.318382,207,2022-07-22T10:14:23,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19364,Thuja plicata,45.454981,-122.693097,5,2022-07-28T11:41:31,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19365,Thuja plicata,44.095973,-122.18336,27380,2022-07-21T18:20:10,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19366,Populus trichocarpa,44.530356,-123.372083,97,2022-07-25T14:45:01,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19367,Thuja plicata,45.395808,-122.759292,5,2022-07-13T14:58:32,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19368,Quercus garryana,45.600777,-121.635786,9,2022-06-29T14:11:51,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19369,Pinus ponderosa,44.950528,-117.0902,2,2022-07-18T13:37:29,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19370,Xerophyllum tenax,44.507435,-123.550782,119,2022-07-10T09:22:12,2022,HUMAN_OBSERVATION,CC_BY_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19371,Quercus garryana,45.606279,-121.242711,7,2022-07-12T17:42:43,2022,HUMAN_OBSERVATION,CC_BY_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19372,Rubus ursinus,44.247644,-121.017914,1152,2022-07-09T10:16:58,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19373,Quercus garryana,45.600739,-121.635704,8,2022-06-29T14:10:01,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19374,Pinus ponderosa,44.965167,-117.086063,5,2022-07-18T13:56:26,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19375,Populus trichocarpa,44.961333,-123.037544,NA,2022-07-24T09:15:22,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19376,Xerophyllum tenax,43.66842,-122.189042,22,2022-07-17T17:54:45,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19377,Quercus garryana,44.605347,-123.284331,5,2022-07-18T14:01,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19378,Quercus garryana,45.289443,-122.361066,9,2022-07-16T09:41:25,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19379,Quercus garryana,42.658961,-123.654494,4,2022-05-25T12:05,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19380,Populus trichocarpa,44.0524,-123.078168,272,2022-07-19T10:46,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19381,Quercus garryana,45.604711,-121.632987,8,2022-06-29T15:08:10,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19382,Quercus garryana,45.600588,-121.635433,8,2022-06-29T13:57:07,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19383,Quercus garryana,44.268798,-123.621394,NA,2022-07-16T19:58:46,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19384,Xerophyllum tenax,45.300324,-121.7907,437,2022-07-08T12:35,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19385,Quercus garryana,45.600721,-121.635604,7,2022-06-29T14:05:03,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19386,Rubus ursinus,45.403539,-122.723983,65,2022-07-13T16:50:23,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19387,Quercus garryana,45.600731,-121.635595,8,2022-06-29T14:06:33,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19388,Pinus ponderosa,44.934388,-117.128945,2,2022-07-18T14:35:12,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19389,Thuja plicata,44.49822,-123.5696,100,2022-07-03T17:49,2022,HUMAN_OBSERVATION,CC0_1_0,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19390,Quercus garryana,42.704086,-123.814239,4,2022-05-26T14:31,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19391,Quercus garryana,45.600788,-121.635449,14,2022-06-29T14:00:21,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19392,Xerophyllum tenax,44.504322,-122.002789,NA,2022-06-26T10:43,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19393,Populus trichocarpa,45.488106,-122.501503,64,2022-07-18T16:28:39,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
